Unnamed: 0,website,hop,ip,country,lat,lgn
0,nabobil.no,2,195.0.224.1,NO,59.2442,10.3966
1,nabobil.no,3,195.0.242.137,NO,59.95,10.75
2,nabobil.no,4,195.0.240.151,NO,59.95,10.75
3,nabobil.no,11,109.74.207.13,GB,51.5161,-0.0949
4,nabobil.no,12,139.162.225.97,GB,51.5161,-0.0949
5,forskningsradet.no,2,195.0.224.1,NO,59.2442,10.3966
6,forskningsradet.no,3,195.0.242.133,NO,59.95,10.75
7,forskningsradet.no,4,195.0.244.48,NO,59.95,10.75
8,forskningsradet.no,5,185.1.55.27,NO,59.905,10.7487
9,forskningsradet.no,6,62.148.62.114,NO,59.9572,10.6079
10,forskningsradet.no,7,62.148.62.147,NO,59.9572,10.6079
11,forskningsradet.no,8,195.254.213.37,NO,59.95,10.75
12,naturvernforbundet.no,2,195.0.224.1,NO,59.2442,10.3966
13,naturvernforbundet.no,3,195.0.242.133,NO,59.95,10.75
14,naturvernforbundet.no,4,195.0.244.48,NO,59.95,10.75
15,naturvernforbundet.no,5,185.1.55.16,NO,59.905,10.7487
16,naturvernforbundet.no,6,85.19.121.202,NO,59.95,10.75
17,naturvernforbundet.no,7,85.19.25.74,NO,59.95,10.75
18,naturvernforbundet.no,8,80.239.119.63,NO,58.6655,5.6379
19,korrekturavdelingen.no,2,195.0.224.1,NO,59.2442,10.3966
20,korrekturavdelingen.no,3,195.0.242.133,NO,59.95,10.75
21,korrekturavdelingen.no,4,193.75.1.94,NO,59.95,10.75
22,korrekturavdelingen.no,5,193.90.207.222,NO,59.905,10.7487
23,korrekturavdelingen.no,6,5.249.226.6,NO,59.95,10.75
24,kommunal-rapport.no,2,195.0.224.1,NO,59.2442,10.3966
25,kommunal-rapport.no,3,195.0.242.133,NO,59.95,10.75
26,kommunal-rapport.no,4,195.0.244.48,NO,59.95,10.75
27,kommunal-rapport.no,5,62.140.27.85,RO,44.4333,26.1
28,kommunal-rapport.no,6,54.36.50.32,FR,48.8582,2.3387
29,kommunal-rapport.no,7,91.121.215.196,FR,48.8582,2.3387
30,kommunal-rapport.no,8,37.187.232.55,FR,48.8582,2.3387
31,kommunal-rapport.no,9,51.255.182.216,FR,48.8582,2.3387
32,kommunal-rapport.no,10,92.222.54.6,FR,48.8628,2.3292
33,kommunal-rapport.no,11,54.36.89.113,NL,52.3824,4.8995
34,lofotr.no,2,195.0.224.1,NO,59.2442,10.3966
35,lofotr.no,3,195.0.242.137,NO,59.95,10.75
36,lofotr.no,4,195.0.240.151,NO,59.95,10.75
37,lofotr.no,5,62.140.27.81,RO,44.4333,26.1
38,lofotr.no,6,213.19.196.54,GB,51.4964,-0.1224
39,lofotr.no,7,198.20.100.242,NL,52.3824,4.8995
40,lofotr.no,8,37.60.238.227,US,41.8814,-87.64299999999999
41,expedia.no,2,195.0.224.1,NO,59.2442,10.3966
42,expedia.no,3,195.0.242.133,NO,59.95,10.75
43,expedia.no,4,195.0.244.48,NO,59.95,10.75
44,expedia.no,5,62.140.27.85,RO,44.4333,26.1
45,expedia.no,6,4.16.146.90,US,47.6116,-122.3056
46,morodalsfestivalen.no,2,195.0.224.1,NO,59.2442,10.3966
47,morodalsfestivalen.no,3,195.0.242.137,NO,59.95,10.75
48,morodalsfestivalen.no,4,195.0.240.151,NO,59.95,10.75
49,morodalsfestivalen.no,5,62.140.27.81,RO,44.4333,26.1
50,morodalsfestivalen.no,6,4.69.158.241,US,37.751,-97.822
51,morodalsfestivalen.no,7,130.244.200.128,SE,59.3247,18.055999999999997
52,morodalsfestivalen.no,8,130.244.64.70,SE,59.3247,18.055999999999997
53,morodalsfestivalen.no,9,130.244.39.28,SE,59.3247,18.055999999999997
54,morodalsfestivalen.no,10,130.244.71.179,SE,59.3247,18.055999999999997
55,morodalsfestivalen.no,11,130.244.12.250,SE,59.3247,18.055999999999997
56,morodalsfestivalen.no,12,93.188.2.51,SE,59.3247,18.055999999999997
57,rockefeller.no,2,195.0.224.1,NO,59.2442,10.3966
58,rockefeller.no,3,195.0.242.133,NO,59.95,10.75
59,rockefeller.no,4,195.0.242.187,NO,59.95,10.75
60,rockefeller.no,5,195.0.242.93,NO,59.95,10.75
61,rockefeller.no,6,195.159.28.252,NO,59.905,10.7487
62,moo.no,2,195.0.224.1,NO,59.2442,10.3966
63,moo.no,3,195.0.242.133,NO,59.95,10.75
64,moo.no,4,195.0.244.48,NO,59.95,10.75
65,moo.no,5,99.82.177.28,US,39.0481,-77.4728
66,moo.no,6,52.93.129.41,US,47.6339,-122.3476
71,hegnar.no,2,195.0.224.1,NO,59.2442,10.3966
72,hegnar.no,3,195.0.242.133,NO,59.95,10.75
73,hegnar.no,4,195.0.244.48,NO,59.95,10.75
74,hegnar.no,5,185.1.55.81,NO,59.905,10.7487
75,hegnar.no,6,87.238.63.59,NO,59.905,10.7487
76,hegnar.no,7,87.238.63.69,NO,59.905,10.7487
77,hegnar.no,8,87.238.41.26,NO,59.905,10.7487
78,fylkesmannen.no,2,195.0.224.1,NO,59.2442,10.3966
79,fylkesmannen.no,3,195.0.242.133,NO,59.95,10.75
80,fylkesmannen.no,4,195.0.244.48,NO,59.95,10.75
81,fylkesmannen.no,5,148.122.8.5,NO,59.95,10.75
82,fylkesmannen.no,6,146.172.105.17,NO,59.95,10.75
83,fylkesmannen.no,7,146.172.98.53,NO,59.95,10.75
84,fylkesmannen.no,8,146.172.13.146,NO,59.95,10.75
85,fylkesmannen.no,9,62.92.249.74,NO,58.1621,7.9967
86,fylkesmannen.no,10,217.149.115.193,NO,59.95,10.75
87,fylkesmannen.no,11,217.149.115.194,NO,59.95,10.75
88,fylkesmannen.no,12,93.94.8.18,NO,60.9032,7.2017
89,interfoto.no,2,195.0.224.1,NO,59.2442,10.3966
90,interfoto.no,3,195.0.242.133,NO,59.95,10.75
91,interfoto.no,4,195.0.241.203,NO,59.95,10.75
92,interfoto.no,5,62.101.234.78,NO,61.7712,9.5353
93,mf.no,2,195.0.224.1,NO,59.2442,10.3966
94,mf.no,3,195.0.242.133,NO,59.95,10.75
95,mf.no,4,195.0.244.48,NO,59.95,10.75
96,mf.no,5,185.1.55.1,NO,59.905,10.7487
97,mf.no,6,128.39.254.33,NO,59.4876,10.3176
98,mf.no,7,128.39.254.51,NO,59.4876,10.3176
99,mf.no,8,193.156.92.34,NO,59.95,10.75
100,uthaugmarineservice.no,2,195.0.224.1,NO,59.2442,10.3966
101,uthaugmarineservice.no,3,195.0.242.137,NO,59.95,10.75
102,uthaugmarineservice.no,4,195.0.240.151,NO,59.95,10.75
103,uthaugmarineservice.no,9,213.155.132.197,GB,51.5161,-0.0949
104,uthaugmarineservice.no,11,87.230.114.114,DE,51.45,7.0167
105,uthaugmarineservice.no,12,87.230.114.218,DE,51.45,7.0167
106,uthaugmarineservice.no,13,79.170.40.177,GB,51.4964,-0.1224
107,tanum.no,2,195.0.224.1,NO,59.2442,10.3966
108,tanum.no,3,195.0.242.133,NO,59.95,10.75
109,tanum.no,4,195.0.244.48,NO,59.95,10.75
110,tanum.no,5,185.1.55.16,NO,59.905,10.7487
111,tanum.no,6,80.232.26.210,NO,59.95,10.75
112,tanum.no,7,93.124.133.198,NO,59.95,10.75
113,supersaver.no,2,195.0.224.1,NO,59.2442,10.3966
114,supersaver.no,3,195.0.242.133,NO,59.95,10.75
115,supersaver.no,4,195.0.243.37,NO,59.95,10.75
116,supersaver.no,5,195.0.242.209,NO,59.95,10.75
117,supersaver.no,6,91.135.35.58,NO,59.95,10.75
118,gymgrossisten.no,2,195.0.224.1,NO,59.2442,10.3966
119,gymgrossisten.no,3,195.0.242.137,NO,59.95,10.75
120,gymgrossisten.no,4,193.75.1.68,NO,59.95,10.75
121,gymgrossisten.no,5,193.90.113.13,NO,59.95,10.75
122,gymgrossisten.no,6,194.68.123.170,SE,56.5248,16.3788
123,gymgrossisten.no,7,92.123.155.148,SE,59.3326,18.0649
124,los.no,2,195.0.224.1,NO,59.2442,10.3966
125,los.no,3,195.0.242.133,NO,59.95,10.75
126,los.no,4,195.0.244.48,NO,59.95,10.75
127,los.no,5,148.122.8.5,NO,59.95,10.75
128,los.no,6,146.172.105.65,NO,59.95,10.75
129,los.no,7,146.172.101.225,NO,59.95,10.75
130,los.no,8,146.172.101.138,NO,59.95,10.75
131,los.no,9,146.172.101.58,NO,59.95,10.75
132,los.no,10,194.248.43.30,NO,59.95,10.75
133,los.no,11,193.160.35.48,NO,59.95,10.75
134,los.no,12,193.160.35.49,NO,59.95,10.75
135,expert.no,2,195.0.224.1,NO,59.2442,10.3966
136,expert.no,3,195.0.242.133,NO,59.95,10.75
137,expert.no,4,193.90.114.133,NO,59.95,10.75
138,expert.no,5,213.52.66.163,NO,59.5833,11.1629
139,eiendomspriser.no,2,195.0.224.1,NO,59.2442,10.3966
140,eiendomspriser.no,3,195.0.242.133,NO,59.95,10.75
141,eiendomspriser.no,4,195.0.244.48,NO,59.95,10.75
142,eiendomspriser.no,5,185.1.55.68,NO,59.905,10.7487
143,eiendomspriser.no,6,109.68.93.122,NO,59.95,10.75
144,eiendomspriser.no,7,109.68.95.11,NO,59.95,10.75
145,letsdeal.no,2,195.0.224.1,NO,59.2442,10.3966
146,letsdeal.no,3,195.0.242.137,NO,59.95,10.75
147,letsdeal.no,4,193.75.1.68,NO,59.95,10.75
148,letsdeal.no,5,193.90.113.13,NO,59.95,10.75
149,letsdeal.no,6,193.75.10.10,NO,59.95,10.75
150,letsdeal.no,7,108.170.254.38,US,37.751,-97.822
151,letsdeal.no,8,209.85.241.45,US,37.751,-97.822
152,letsdeal.no,9,209.85.142.71,US,37.751,-97.822
153,letsdeal.no,10,216.239.47.206,US,37.4056,-122.0775
154,letsdeal.no,11,72.14.238.254,US,37.751,-97.822
155,letsdeal.no,12,216.239.56.27,US,37.751,-97.822
156,letsdeal.no,13,108.170.225.163,US,37.751,-97.822
157,bokkilden.no,2,195.0.224.1,NO,59.2442,10.3966
158,bokkilden.no,3,195.0.242.133,NO,59.95,10.75
159,bokkilden.no,4,195.0.241.203,NO,59.95,10.75
160,bokkilden.no,5,195.0.242.31,NO,59.95,10.75
161,bokkilden.no,6,195.1.41.218,NO,59.3059,10.1765
162,bokkilden.no,7,185.11.1.21,NO,59.95,10.75
163,bokkilden.no,8,185.11.0.113,NO,59.95,10.75
164,hockey.no,2,195.0.224.1,NO,59.2442,10.3966
165,hockey.no,3,195.0.242.137,NO,59.95,10.75
166,hockey.no,4,195.0.240.151,NO,59.95,10.75
167,hockey.no,5,83.145.10.220,SE,59.3326,18.0649
168,hockey.no,6,213.80.87.25,SE,59.3247,18.055999999999997
169,hockey.no,7,62.109.45.38,SE,57.6866,12.2117
170,hockey.no,8,82.96.1.198,SE,59.3247,18.055999999999997
171,hiof.no,2,195.0.224.1,NO,59.2442,10.3966
172,hiof.no,3,195.0.242.133,NO,59.95,10.75
173,hiof.no,4,195.0.244.48,NO,59.95,10.75
174,hiof.no,5,185.1.55.1,NO,59.905,10.7487
175,hiof.no,6,128.39.65.18,NO,58.1621,7.9967
176,hiof.no,7,129.240.25.102,NO,59.95,10.75
177,hiof.no,8,129.240.25.214,NO,59.95,10.75
178,hiof.no,9,129.240.171.116,NO,59.95,10.75
179,vektklubb.no,2,195.0.224.1,NO,59.2442,10.3966
180,vektklubb.no,3,195.0.242.133,NO,59.95,10.75
181,vektklubb.no,4,195.0.243.193,NO,59.95,10.75
182,vektklubb.no,5,195.88.55.65,NO,59.95,10.75
183,eunet.no,2,195.0.224.1,NO,59.2442,10.3966
184,eunet.no,3,195.0.242.133,NO,59.95,10.75
185,afrika.no,2,195.0.224.1,NO,59.2442,10.3966
186,afrika.no,3,195.0.242.137,NO,59.95,10.75
187,afrika.no,4,195.0.240.151,NO,59.95,10.75
188,afrika.no,11,109.74.207.49,GB,51.5161,-0.0949
189,afrika.no,12,178.79.146.56,GB,51.5161,-0.0949
190,loopia.no,2,195.0.224.1,NO,59.2442,10.3966
191,loopia.no,3,195.0.242.137,NO,59.95,10.75
192,loopia.no,4,195.0.240.151,NO,59.95,10.75
193,loopia.no,5,62.140.27.81,RO,44.4333,26.1
194,loopia.no,6,4.69.158.245,US,37.751,-97.822
195,loopia.no,7,130.244.200.128,SE,59.3247,18.055999999999997
196,loopia.no,8,130.244.39.10,SE,59.3247,18.055999999999997
197,loopia.no,9,130.244.195.16,SE,59.3247,18.055999999999997
198,loopia.no,10,130.244.71.179,SE,59.3247,18.055999999999997
199,loopia.no,11,130.244.12.250,SE,59.3247,18.055999999999997
200,loopia.no,12,194.9.94.168,SE,59.3247,18.055999999999997
201,firdaposten.no,2,195.0.224.1,NO,59.2442,10.3966
202,firdaposten.no,3,195.0.242.133,NO,59.95,10.75
203,firdaposten.no,4,195.0.244.48,NO,59.95,10.75
204,firdaposten.no,5,185.1.55.81,NO,59.905,10.7487
205,firdaposten.no,6,87.238.63.45,NO,59.905,10.7487
206,firdaposten.no,7,87.238.38.1,NO,59.905,10.7487
207,bergen.kommune.no,2,195.0.224.1,NO,59.2442,10.3966
208,bergen.kommune.no,3,195.0.242.133,NO,59.95,10.75
209,bergen.kommune.no,4,195.0.244.48,NO,59.95,10.75
210,bergen.kommune.no,5,185.1.55.16,NO,59.905,10.7487
211,bergen.kommune.no,6,85.19.121.198,NO,59.95,10.75
212,bergen.kommune.no,7,85.19.95.51,NO,59.95,10.75
213,bergen.kommune.no,8,80.232.111.37,NO,59.434,10.6577
214,torp.no,2,195.0.224.1,NO,59.2442,10.3966
215,torp.no,3,195.0.242.133,NO,59.95,10.75
216,torp.no,4,195.0.244.48,NO,59.95,10.75
217,torp.no,5,185.1.55.16,NO,59.905,10.7487
218,torp.no,6,85.19.121.202,NO,59.95,10.75
219,torp.no,7,85.19.25.74,NO,59.95,10.75
220,torp.no,8,80.239.119.236,NO,58.6655,5.6379
221,torp.no,9,80.239.119.45,NO,58.6655,5.6379
222,dustinhome.no,2,195.0.224.1,NO,59.2442,10.3966
223,dustinhome.no,3,195.0.242.137,NO,59.95,10.75
224,dustinhome.no,4,195.0.240.151,NO,59.95,10.75
225,dustinhome.no,5,83.145.10.220,SE,59.3326,18.0649
226,dustinhome.no,6,213.80.87.151,SE,59.3247,18.055999999999997
227,dustinhome.no,7,82.99.44.26,SE,59.3326,18.0649
228,dustinhome.no,8,194.132.19.237,SE,59.3333,18.05
229,hig.no,2,195.0.224.1,NO,59.2442,10.3966
230,hig.no,3,195.0.242.133,NO,59.95,10.75
231,hig.no,4,195.0.244.48,NO,59.95,10.75
232,hig.no,5,185.1.55.1,NO,59.905,10.7487
233,hig.no,6,128.39.255.25,NO,59.4876,10.3176
234,hig.no,7,158.38.0.222,NO,60.2634,5.3459
235,hig.no,8,129.241.1.3,NO,63.4167,10.4167
236,hig.no,9,129.241.1.171,NO,63.4167,10.4167
237,hig.no,10,128.39.41.45,NO,60.7957,10.6915
238,an.no,2,195.0.224.1,NO,59.2442,10.3966
239,an.no,3,195.0.242.133,NO,59.95,10.75
240,an.no,4,195.0.244.48,NO,59.95,10.75
241,an.no,5,185.1.55.81,NO,59.905,10.7487
242,an.no,6,87.238.63.45,NO,59.905,10.7487
243,an.no,7,87.238.38.1,NO,59.905,10.7487
244,spleis.no,2,195.0.224.1,NO,59.2442,10.3966
245,spleis.no,3,195.0.242.133,NO,59.95,10.75
246,spleis.no,4,195.0.244.48,NO,59.95,10.75
247,spleis.no,5,99.82.177.28,US,39.0481,-77.4728
248,spleis.no,6,52.93.138.58,US,47.6339,-122.3476
249,spleis.no,7,54.239.42.177,US,47.6339,-122.3476
250,kondomeriet.no,2,195.0.224.1,NO,59.2442,10.3966
251,kondomeriet.no,3,195.0.242.137,NO,59.95,10.75
252,kondomeriet.no,4,195.0.240.151,NO,59.95,10.75
253,kondomeriet.no,5,83.145.10.220,SE,59.3326,18.0649
254,kondomeriet.no,6,213.80.86.11,SE,59.3247,18.055999999999997
255,kondomeriet.no,7,82.99.22.154,SE,59.3613,17.9711
256,kondomeriet.no,8,82.96.1.234,SE,59.3247,18.055999999999997
257,kondomeriet.no,9,82.96.1.45,SE,59.3247,18.055999999999997
258,kondomeriet.no,10,82.96.1.214,SE,59.3247,18.055999999999997
259,kondomeriet.no,11,82.96.1.126,SE,59.3247,18.055999999999997
260,kondomeriet.no,12,82.96.1.98,SE,59.3247,18.055999999999997
261,webhuset.no,2,195.0.224.1,NO,59.2442,10.3966
262,webhuset.no,3,195.0.242.137,NO,59.95,10.75
263,webhuset.no,4,62.140.27.81,RO,44.4333,26.1
264,webhuset.no,5,46.33.84.177,FR,48.8582,2.3387
265,webhuset.no,6,141.136.107.177,FR,48.8582,2.3387
266,webhuset.no,7,213.254.217.202,DE,51.2993,9.491
267,webhuset.no,8,192.124.249.170,US,37.751,-97.822
268,radiopuddefjord.no,2,195.0.224.1,NO,59.2442,10.3966
269,radiopuddefjord.no,3,195.0.242.137,NO,59.95,10.75
270,radiopuddefjord.no,4,195.0.240.151,NO,59.95,10.75
271,radiopuddefjord.no,11,139.162.129.17,DE,50.1153,8.6823
272,radiopuddefjord.no,12,172.104.241.160,US,39.4745,-74.4575
273,maskinsptools.no,2,195.0.224.1,NO,59.2442,10.3966
274,maskinsptools.no,3,195.0.242.133,NO,59.95,10.75
275,maskinsptools.no,4,195.0.244.48,NO,59.95,10.75
276,maskinsptools.no,5,185.1.55.59,NO,59.905,10.7487
277,maskinsptools.no,6,193.28.236.254,NO,59.95,10.75
278,maskinsptools.no,7,62.97.205.82,NO,60.3911,5.3247
279,maskinsptools.no,8,62.97.251.205,NO,59.4138,5.268
280,maskinsptools.no,9,81.27.42.6,NO,59.95,10.75
281,europris.no,2,195.0.224.1,NO,59.2442,10.3966
282,europris.no,3,195.0.242.133,NO,59.95,10.75
283,europris.no,4,185.1.55.22,NO,59.905,10.7487
284,europris.no,5,194.63.255.4,NO,59.95,10.75
285,europris.no,6,194.63.248.52,NO,59.95,10.75
286,hamberg.no,2,195.0.224.1,NO,59.2442,10.3966
287,hamberg.no,3,195.0.242.133,NO,59.95,10.75
288,hamberg.no,4,195.0.244.48,NO,59.95,10.75
289,hamberg.no,5,99.82.177.28,US,39.0481,-77.4728
290,hamberg.no,6,143.204.47.119,US,47.6339,-122.3476
291,simployer.no,2,195.0.224.1,NO,59.2442,10.3966
292,simployer.no,3,195.0.242.133,NO,59.95,10.75
293,simployer.no,4,193.75.1.70,NO,59.95,10.75
294,simployer.no,5,193.90.113.13,NO,59.95,10.75
295,simployer.no,6,195.245.240.181,SE,59.3247,18.055999999999997
296,simployer.no,7,104.44.225.161,US,37.751,-97.822
297,simployer.no,8,104.44.5.7,US,37.751,-97.822
298,simployer.no,9,104.44.5.32,US,37.751,-97.822
299,simployer.no,10,104.44.4.233,US,37.751,-97.822
300,simployer.no,11,104.44.5.38,US,37.751,-97.822
301,simployer.no,12,104.44.7.107,US,37.751,-97.822
302,simployer.no,13,104.44.11.56,US,37.751,-97.822
303,julekalender.no,2,195.0.224.1,NO,59.2442,10.3966
304,julekalender.no,3,195.0.242.133,NO,59.95,10.75
305,julekalender.no,4,195.0.244.48,NO,59.95,10.75
306,julekalender.no,5,185.1.55.40,NO,59.905,10.7487
307,julekalender.no,6,31.169.49.197,NO,59.95,10.75
308,julekalender.no,7,31.169.49.41,NO,59.95,10.75
309,julekalender.no,8,185.91.64.7,NO,59.95,10.75
310,julekalender.no,9,185.91.65.159,NO,59.95,10.75
311,fastname.no,2,195.0.224.1,NO,59.2442,10.3966
312,fastname.no,3,195.0.242.137,NO,59.95,10.75
313,fastname.no,4,195.0.245.198,NO,59.95,10.75
314,fastname.no,5,85.252.37.78,NO,59.95,10.75
315,fastname.no,6,91.207.158.2,NO,59.95,10.75
316,fastname.no,7,91.207.158.139,NO,59.95,10.75
317,sparebank1.no,2,195.0.224.1,NO,59.2442,10.3966
318,sparebank1.no,3,195.0.242.133,NO,59.95,10.75
319,sparebank1.no,4,195.0.244.48,NO,59.95,10.75
320,sparebank1.no,5,148.122.8.5,NO,59.95,10.75
321,sparebank1.no,6,146.172.105.17,NO,59.95,10.75
322,sparebank1.no,7,146.172.102.198,NO,59.95,10.75
323,sparebank1.no,8,194.248.43.174,NO,59.95,10.75
324,conexa.no,2,195.0.224.1,NO,59.2442,10.3966
325,conexa.no,3,195.0.242.133,NO,59.95,10.75
326,conexa.no,4,193.75.1.94,NO,59.95,10.75
327,conexa.no,5,193.90.207.222,NO,59.905,10.7487
328,conexa.no,6,5.249.226.76,NO,59.95,10.75
329,hit.no,2,195.0.224.1,NO,59.2442,10.3966
330,hit.no,3,195.0.244.48,NO,59.95,10.75
331,hit.no,4,185.1.55.1,NO,59.905,10.7487
332,hit.no,5,128.39.255.111,NO,59.4876,10.3176
333,hit.no,6,128.39.255.23,NO,59.4876,10.3176
334,daimex.no,2,195.0.224.1,NO,59.2442,10.3966
335,daimex.no,3,195.0.242.133,NO,59.95,10.75
336,daimex.no,4,195.0.244.48,NO,59.95,10.75
337,daimex.no,5,185.1.55.66,NO,59.905,10.7487
338,daimex.no,6,213.167.114.218,NO,59.95,10.75
339,daimex.no,7,81.166.123.92,NO,59.4163,5.4045
340,daimex.no,8,81.166.123.55,NO,59.4163,5.4045
341,daimex.no,9,81.167.46.203,NO,59.7439,10.2045
342,daimex.no,10,46.250.209.66,NO,62.7375,7.1591
343,daimex.no,11,213.162.246.80,NO,59.5971,5.7429
344,varmepumpeoversikt.no,2,195.0.224.1,NO,59.2442,10.3966
345,varmepumpeoversikt.no,3,195.0.242.137,NO,59.95,10.75
346,varmepumpeoversikt.no,4,195.0.240.151,NO,59.95,10.75
347,varmepumpeoversikt.no,9,213.239.224.26,DE,51.2993,9.491
348,varmepumpeoversikt.no,10,88.198.249.94,DE,51.2993,9.491
349,varmepumpeoversikt.no,11,95.216.128.73,FI,60.1708,24.9375
350,varmepumpeoversikt.no,12,95.216.141.58,FI,60.1708,24.9375
351,dbstatic.no,2,195.0.224.1,NO,59.2442,10.3966
352,dbstatic.no,3,195.0.242.133,NO,59.95,10.75
353,dbstatic.no,4,195.0.244.48,NO,59.95,10.75
354,dbstatic.no,5,185.1.55.81,NO,59.905,10.7487
355,dbstatic.no,6,87.238.33.182,NO,59.905,10.7487
356,smartepenger.no,2,195.0.224.1,NO,59.2442,10.3966
357,smartepenger.no,3,195.0.242.137,NO,59.95,10.75
358,smartepenger.no,4,195.0.240.151,NO,59.95,10.75
359,smartepenger.no,9,104.24.127.249,US,37.751,-97.822
360,bkk.no,2,195.0.224.1,NO,59.2442,10.3966
361,bkk.no,3,195.0.242.133,NO,59.95,10.75
362,bkk.no,4,195.0.244.48,NO,59.95,10.75
363,bkk.no,5,185.1.55.59,NO,59.905,10.7487
364,bkk.no,6,193.28.236.254,NO,59.95,10.75
365,bkk.no,7,62.97.244.190,NO,59.95,10.75
366,minskole.no,2,195.0.224.1,NO,59.2442,10.3966
367,minskole.no,3,195.0.242.133,NO,59.95,10.75
368,minskole.no,4,195.0.244.48,NO,59.95,10.75
369,minskole.no,5,185.1.55.66,NO,59.905,10.7487
370,minskole.no,6,213.167.114.218,NO,59.95,10.75
371,minskole.no,7,81.166.123.92,NO,59.4163,5.4045
372,minskole.no,8,81.166.123.255,NO,59.4163,5.4045
373,minskole.no,9,109.247.170.98,NO,59.9127,10.7461
374,minskole.no,10,185.144.131.178,NO,58.0274,7.4534
375,minskole.no,11,185.144.130.46,NO,58.0274,7.4534
376,nettbuss.no,2,195.0.224.1,NO,59.2442,10.3966
377,nettbuss.no,3,195.0.242.133,NO,59.95,10.75
378,nettbuss.no,4,193.75.1.70,NO,59.95,10.75
379,nettbuss.no,5,193.90.113.13,NO,59.95,10.75
380,nettbuss.no,6,195.245.240.181,SE,59.3247,18.055999999999997
381,nettbuss.no,7,104.44.225.161,US,37.751,-97.822
382,nettbuss.no,8,104.44.5.7,US,37.751,-97.822
383,nettbuss.no,9,104.44.4.214,US,37.751,-97.822
384,nettbuss.no,10,104.44.5.47,US,37.751,-97.822
385,nettbuss.no,11,104.44.10.65,NL,52.3556,4.9135
386,nordlys.no,2,195.0.224.1,NO,59.2442,10.3966
387,nordlys.no,3,195.0.242.133,NO,59.95,10.75
388,nordlys.no,4,195.0.244.48,NO,59.95,10.75
389,nordlys.no,5,185.1.55.81,NO,59.905,10.7487
390,nordlys.no,6,87.238.63.45,NO,59.905,10.7487
391,nordlys.no,7,87.238.38.1,NO,59.905,10.7487
392,komplettbedrift.no,2,195.0.224.1,NO,59.2442,10.3966
393,komplettbedrift.no,3,195.0.242.133,NO,59.95,10.75
394,komplettbedrift.no,4,195.0.244.48,NO,59.95,10.75
395,komplettbedrift.no,5,62.140.27.85,RO,44.4333,26.1
396,komplettbedrift.no,6,4.69.153.249,US,37.751,-97.822
397,komplettbedrift.no,7,4.69.153.249,US,37.751,-97.822
398,komplettbedrift.no,8,62.140.25.28,RO,44.4333,26.1
399,komplettbedrift.no,9,62.116.130.8,DE,49.0143,12.1427
400,nord.no,2,195.0.224.1,NO,59.2442,10.3966
401,nord.no,3,195.0.242.133,NO,59.95,10.75
402,nord.no,4,195.0.244.48,NO,59.95,10.75
403,nord.no,5,185.1.55.1,NO,59.905,10.7487
404,nord.no,6,128.39.255.25,NO,59.4876,10.3176
405,nord.no,7,128.39.255.183,NO,59.4876,10.3176
406,nord.no,8,128.39.254.23,NO,59.4876,10.3176
407,nord.no,9,128.39.255.113,NO,59.4876,10.3176
408,nord.no,10,128.39.255.105,NO,59.4876,10.3176
409,fredrikhoyer.no,2,195.0.224.1,NO,59.2442,10.3966
410,fredrikhoyer.no,3,195.0.242.137,NO,59.95,10.75
411,fredrikhoyer.no,4,195.0.240.151,NO,59.95,10.75
412,fredrikhoyer.no,5,83.145.10.220,SE,59.3326,18.0649
413,fredrikhoyer.no,6,83.145.7.146,SE,59.3326,18.0649
414,fredrikhoyer.no,7,91.218.186.93,NO,59.95,10.75
415,fredrikhoyer.no,8,217.170.200.2,NO,59.9127,10.7461
416,fredrikhoyer.no,9,185.126.39.2,NO,59.95,10.75
417,bbs.no,2,195.0.224.1,NO,59.2442,10.3966
418,bbs.no,3,195.0.242.133,NO,59.95,10.75
419,bbs.no,4,195.0.244.48,NO,59.95,10.75
420,bbs.no,5,185.1.55.79,NO,59.905,10.7487
421,domeneshop.no,2,195.0.224.1,NO,59.2442,10.3966
422,domeneshop.no,3,195.0.242.133,NO,59.95,10.75
423,domeneshop.no,4,195.0.244.48,NO,59.95,10.75
424,domeneshop.no,5,185.1.55.22,NO,59.905,10.7487
425,domeneshop.no,6,194.63.251.25,NO,59.95,10.75
426,apotek1.no,2,195.0.224.1,NO,59.2442,10.3966
427,apotek1.no,3,195.0.242.137,NO,59.95,10.75
428,apotek1.no,4,195.0.240.151,NO,59.95,10.75
429,apotek1.no,5,62.140.27.81,RO,44.4333,26.1
430,apotek1.no,6,4.69.153.89,US,37.751,-97.822
431,apotek1.no,7,4.7.73.130,US,39.959,-76.6592
432,apotek1.no,8,216.158.49.231,US,37.751,-97.822
433,apotek1.no,9,216.158.59.46,US,39.855,-75.7
434,ngu.no,2,195.0.224.1,NO,59.2442,10.3966
435,ngu.no,3,195.0.242.133,NO,59.95,10.75
436,ngu.no,4,195.0.244.48,NO,59.95,10.75
437,ngu.no,5,185.1.55.1,NO,59.905,10.7487
438,ngu.no,6,128.39.255.25,NO,59.4876,10.3176
439,ngu.no,7,128.39.255.183,NO,59.4876,10.3176
440,ngu.no,8,193.156.2.1,NO,59.905,10.7487
441,ngu.no,9,193.156.55.160,NO,59.95,10.75
442,katolsk.no,2,195.0.224.1,NO,59.2442,10.3966
443,katolsk.no,3,195.0.242.133,NO,59.95,10.75
444,katolsk.no,4,195.0.244.48,NO,59.95,10.75
