Unnamed: 0,website,hop,ip,country,lat,lgn
1713,fagmobler.no,9,104.24.4.81,US,37.751,-97.822
1714,nki.no,2,195.0.224.1,NO,59.2442,10.3966
1715,nki.no,3,195.0.242.133,NO,59.95,10.75
1716,nki.no,4,195.0.244.48,NO,59.95,10.75
1717,nki.no,5,185.1.55.16,NO,59.905,10.7487
1718,nki.no,6,85.19.120.152,NO,59.95,10.75
1719,nki.no,7,85.19.26.46,NO,59.95,10.75
1720,nki.no,8,176.221.90.131,NO,59.905,10.7487
1721,part.no,2,195.0.224.1,NO,59.2442,10.3966
1722,part.no,3,195.0.242.133,NO,59.95,10.75
1723,part.no,4,195.0.244.48,NO,59.95,10.75
1724,part.no,5,62.140.27.85,RO,44.4333,26.1
1725,part.no,6,54.36.50.32,FR,48.8582,2.3387
1726,part.no,7,94.23.122.240,FR,48.8582,2.3387
1727,part.no,8,188.165.204.72,FR,48.8582,2.3387
1728,hangman.no,2,195.0.224.1,NO,59.2442,10.3966
1729,hangman.no,3,195.0.242.133,NO,59.95,10.75
1730,hangman.no,4,195.0.244.48,NO,59.95,10.75
1731,hangman.no,5,185.1.55.22,NO,59.905,10.7487
1732,hangman.no,6,194.63.255.4,NO,59.95,10.75
1733,hangman.no,7,194.63.249.231,NO,59.95,10.75
1741,destinet.no,2,195.0.224.1,NO,59.2442,10.3966
1742,destinet.no,3,195.0.242.137,NO,59.95,10.75
1743,destinet.no,4,195.0.240.151,NO,59.95,10.75
1744,destinet.no,5,83.145.10.220,SE,59.3326,18.0649
1745,destinet.no,6,83.145.7.146,SE,59.3326,18.0649
1746,destinet.no,7,91.90.104.216,NO,59.95,10.75
1747,destinet.no,8,91.90.108.49,NO,59.95,10.75
1748,destinet.no,9,91.189.127.41,NO,59.2181,10.9298
1749,destinet.no,10,91.189.120.202,NO,59.2181,10.9298
1750,samfundet.no,2,195.0.224.1,NO,59.2442,10.3966
1751,samfundet.no,3,195.0.242.133,NO,59.95,10.75
1752,samfundet.no,4,195.0.244.48,NO,59.95,10.75
1753,samfundet.no,5,185.1.55.1,NO,59.905,10.7487
1754,samfundet.no,6,128.39.255.25,NO,59.4876,10.3176
1755,samfundet.no,7,128.39.230.99,NO,59.956,11.0492
1756,samfundet.no,8,128.39.47.230,NO,59.905,10.7487
1757,samfundet.no,9,193.35.52.30,NO,59.95,10.75
1758,nga.no,2,195.0.224.1,NO,59.2442,10.3966
1759,nga.no,3,195.0.242.133,NO,59.95,10.75
1760,nga.no,4,195.0.244.48,NO,59.95,10.75
1761,nga.no,5,185.1.55.72,NO,59.905,10.7487
1762,nga.no,6,62.122.253.30,NO,59.1312,10.2166
1763,nga.no,7,91.189.170.61,NO,59.95,10.75
1764,altaposten.no,2,195.0.224.1,NO,59.2442,10.3966
1765,altaposten.no,3,195.0.242.133,NO,59.95,10.75
1766,altaposten.no,4,195.0.243.37,NO,59.95,10.75
1767,altaposten.no,5,195.0.242.209,NO,59.95,10.75
1768,altaposten.no,6,195.1.202.134,NO,59.9127,10.7461
1769,altaposten.no,7,193.161.16.90,NO,59.95,10.75
1770,thonhotels.no,2,195.0.224.1,NO,59.2442,10.3966
1771,thonhotels.no,3,195.0.242.133,NO,59.95,10.75
1772,thonhotels.no,4,195.0.242.39,NO,59.95,10.75
1773,thonhotels.no,5,195.18.217.53,NO,59.95,10.75
1774,thonhotels.no,6,91.184.152.137,NO,60.3911,5.3247
1775,thonhotels.no,7,91.184.152.139,NO,60.3911,5.3247
1776,thonhotels.no,8,88.151.161.11,NO,59.2225,10.3006
1777,thonhotels.no,9,88.151.167.193,NO,59.2225,10.3006
1778,adressa.no,2,195.0.224.1,NO,59.2442,10.3966
1779,adressa.no,3,195.0.242.133,NO,59.95,10.75
1780,adressa.no,4,195.0.243.37,NO,59.95,10.75
1781,adressa.no,5,195.0.242.209,NO,59.95,10.75
1782,adressa.no,6,195.1.202.134,NO,59.9127,10.7461
1783,adressa.no,7,193.161.16.50,NO,59.95,10.75
1784,vetinst.no,2,195.0.224.1,NO,59.2442,10.3966
1785,vetinst.no,3,195.0.242.133,NO,59.95,10.75
1786,vetinst.no,4,195.0.244.48,NO,59.95,10.75
1787,vetinst.no,5,213.52.90.18,NO,59.0533,10.0352
1788,vetinst.no,6,195.159.88.112,NO,59.905,10.7487
1789,vetinst.no,7,185.56.187.160,NO,59.95,10.75
1790,vestre-slidre-fjellstyre.no,2,195.0.224.1,NO,59.2442,10.3966
1791,vestre-slidre-fjellstyre.no,3,195.0.242.137,NO,59.95,10.75
1792,vestre-slidre-fjellstyre.no,4,195.0.240.151,NO,59.95,10.75
1793,vestre-slidre-fjellstyre.no,9,23.57.100.245,NL,52.3824,4.8995
1794,vestre-slidre-fjellstyre.no,10,23.57.100.251,NL,52.3824,4.8995
1795,vestre-slidre-fjellstyre.no,11,209.200.148.130,US,37.751,-97.822
1796,vestre-slidre-fjellstyre.no,12,198.185.159.145,US,37.751,-97.822
1797,framtiden.no,2,195.0.224.1,NO,59.2442,10.3966
1798,framtiden.no,3,195.0.242.137,NO,59.95,10.75
1799,framtiden.no,4,195.0.240.151,NO,59.95,10.75
1800,framtiden.no,5,83.145.10.220,SE,59.3326,18.0649
1801,framtiden.no,6,83.145.7.146,SE,59.3326,18.0649
1802,framtiden.no,7,91.218.186.93,NO,59.95,10.75
1803,framtiden.no,8,217.170.200.2,NO,59.9127,10.7461
1804,framtiden.no,9,217.170.200.186,NO,59.9127,10.7461
1805,framtiden.no,10,83.143.87.107,NO,59.9127,10.7461
1806,postnord.no,2,195.0.224.1,NO,59.2442,10.3966
1807,postnord.no,3,195.0.242.133,NO,59.95,10.75
1808,postnord.no,4,195.0.244.48,NO,59.95,10.75
1809,postnord.no,5,185.1.55.16,NO,59.905,10.7487
1810,postnord.no,6,80.232.26.210,NO,59.95,10.75
1811,postnord.no,7,80.232.88.81,NO,59.95,10.75
1812,nbim.no,2,195.0.224.1,NO,59.2442,10.3966
1813,nbim.no,3,195.0.242.133,NO,59.95,10.75
1814,nbim.no,4,193.75.1.70,NO,59.95,10.75
1815,nbim.no,5,193.90.113.13,NO,59.95,10.75
1816,nbim.no,6,195.245.240.181,SE,59.3247,18.055999999999997
1817,nbim.no,7,104.44.225.161,US,37.751,-97.822
1818,nbim.no,8,104.44.5.7,US,37.751,-97.822
1819,nbim.no,9,104.44.4.214,US,37.751,-97.822
1820,nbim.no,10,104.44.5.47,US,37.751,-97.822
1821,nbim.no,11,104.44.10.69,NL,52.3556,4.9135
1822,danmusikk.no,2,195.0.224.1,NO,59.2442,10.3966
1823,danmusikk.no,3,195.0.242.133,NO,59.95,10.75
1824,danmusikk.no,4,195.0.244.48,NO,59.95,10.75
1825,danmusikk.no,5,62.140.27.85,RO,44.4333,26.1
1826,danmusikk.no,6,4.69.162.86,US,37.751,-97.822
1827,danmusikk.no,7,4.69.162.86,US,37.751,-97.822
1828,danmusikk.no,8,213.242.108.194,GB,51.4964,-0.1224
1829,danmusikk.no,9,77.243.32.202,DK,55.6759,12.5655
1830,danmusikk.no,10,77.243.33.158,DK,55.6759,12.5655
1831,danmusikk.no,11,77.243.32.238,DK,55.6759,12.5655
1832,danmusikk.no,12,212.98.69.79,DK,55.6759,12.5655
1833,danmusikk.no,13,185.31.79.78,DK,55.7123,12.0564
1834,danmusikk.no,14,185.31.79.211,DK,55.7123,12.0564
1835,avisa-hordaland.no,2,195.0.224.1,NO,59.2442,10.3966
1836,avisa-hordaland.no,3,195.0.242.133,NO,59.95,10.75
1837,avisa-hordaland.no,4,195.0.244.48,NO,59.95,10.75
1838,avisa-hordaland.no,5,62.140.27.85,RO,44.4333,26.1
1839,avisa-hordaland.no,6,4.69.210.66,US,37.751,-97.822
1840,avisa-hordaland.no,7,54.36.50.32,FR,48.8582,2.3387
1841,avisa-hordaland.no,8,94.23.122.240,FR,48.8582,2.3387
1842,avisa-hordaland.no,9,91.121.128.51,FR,48.8582,2.3387
1843,avisa-hordaland.no,10,164.132.171.37,FR,48.8582,2.3387
1844,snl.no,2,195.0.224.1,NO,59.2442,10.3966
1845,snl.no,3,195.0.242.133,NO,59.95,10.75
1846,snl.no,4,195.0.244.48,NO,59.95,10.75
1847,snl.no,5,185.1.55.40,NO,59.905,10.7487
1848,snl.no,6,31.169.49.210,NO,59.95,10.75
1849,snl.no,7,178.255.145.193,NO,60.718,11.1942
1850,snl.no,8,178.255.145.217,NO,60.718,11.1942
1851,snl.no,9,178.255.149.83,NO,59.95,10.75
1852,siste.no,2,195.0.224.1,NO,59.2442,10.3966
1853,siste.no,3,195.0.242.133,NO,59.95,10.75
1854,siste.no,4,195.0.244.48,NO,59.95,10.75
1855,siste.no,5,195.18.217.61,NO,59.95,10.75
1856,siste.no,6,81.175.32.225,NO,59.905,10.7487
1857,siste.no,7,77.88.102.51,NO,59.9263,11.0653
1858,nkk.no,2,195.0.224.1,NO,59.2442,10.3966
1859,nkk.no,3,195.0.242.133,NO,59.95,10.75
1860,nkk.no,4,195.0.244.48,NO,59.95,10.75
1861,nkk.no,5,185.1.55.16,NO,59.905,10.7487
1862,nkk.no,6,85.19.121.202,NO,59.95,10.75
1863,nkk.no,7,85.19.25.74,NO,59.95,10.75
1864,nkk.no,8,80.239.119.187,NO,58.6655,5.6379
1865,oslobors.no,2,195.0.224.1,NO,59.2442,10.3966
1866,oslobors.no,3,195.0.242.137,NO,59.95,10.75
1867,oslobors.no,4,193.75.1.79,NO,59.95,10.75
1868,oslobors.no,5,193.90.113.15,NO,59.95,10.75
1869,oslobors.no,6,194.68.128.92,SE,59.3247,18.055999999999997
1870,oslobors.no,7,213.80.87.25,SE,59.3247,18.055999999999997
1871,advista.no,2,195.0.224.1,NO,59.2442,10.3966
1872,advista.no,3,195.0.242.133,NO,59.95,10.75
1873,advista.no,4,195.0.244.48,NO,59.95,10.75
1874,advista.no,5,185.1.55.22,NO,59.905,10.7487
1875,advista.no,6,194.63.255.4,NO,59.95,10.75
1876,advista.no,7,194.63.248.52,NO,59.95,10.75
1877,powertech.no,2,195.0.224.1,NO,59.2442,10.3966
1878,powertech.no,3,195.0.242.133,NO,59.95,10.75
1879,powertech.no,4,195.0.244.48,NO,59.95,10.75
1880,powertech.no,5,213.52.90.22,NO,59.0533,10.0352
1881,powertech.no,6,195.159.88.63,NO,59.905,10.7487
1882,powertech.no,7,195.159.13.51,NO,59.95,10.75
1883,powertech.no,8,195.159.42.218,NO,59.9127,10.7461
1884,nibio.no,2,195.0.224.1,NO,59.2442,10.3966
1885,nibio.no,3,195.0.242.133,NO,59.95,10.75
1886,nibio.no,4,195.0.244.48,NO,59.95,10.75
1887,nibio.no,5,185.1.55.1,NO,59.905,10.7487
1888,nibio.no,6,128.39.254.69,NO,59.4876,10.3176
1889,choicehotels.no,2,195.0.224.1,NO,59.2442,10.3966
1890,choicehotels.no,3,195.0.242.133,NO,59.95,10.75
1891,choicehotels.no,4,195.0.244.48,NO,59.95,10.75
1892,choicehotels.no,5,148.122.8.5,NO,59.95,10.75
1893,choicehotels.no,6,146.172.105.17,NO,59.95,10.75
1894,choicehotels.no,7,146.172.100.42,NO,59.95,10.75
1895,choicehotels.no,8,194.248.42.82,NO,59.95,10.75
1896,intility.no,2,195.0.224.1,NO,59.2442,10.3966
1897,intility.no,3,195.0.242.133,NO,59.95,10.75
1898,intility.no,4,195.0.243.193,NO,59.95,10.75
1899,intility.no,5,193.69.236.210,NO,59.9127,10.7461
1900,intility.no,6,185.7.132.38,NO,59.95,10.75
1901,intility.no,7,185.7.132.146,NO,59.95,10.75
1902,intility.no,8,137.221.25.132,NO,59.9127,10.7461
1903,osm.no,2,195.0.224.1,NO,59.2442,10.3966
1904,osm.no,3,195.0.242.133,NO,59.95,10.75
1905,osm.no,4,195.0.244.48,NO,59.95,10.75
1906,osm.no,5,185.1.55.22,NO,59.905,10.7487
1907,osm.no,6,194.63.255.4,NO,59.95,10.75
1908,osm.no,7,194.63.248.52,NO,59.95,10.75
1909,t-a.no,2,195.0.224.1,NO,59.2442,10.3966
1910,t-a.no,3,195.0.242.133,NO,59.95,10.75
1911,t-a.no,4,195.0.243.37,NO,59.95,10.75
1912,t-a.no,5,195.0.242.209,NO,59.95,10.75
1913,t-a.no,6,195.1.202.134,NO,59.9127,10.7461
1914,t-a.no,7,193.161.16.140,NO,59.95,10.75
1915,flashmedia.no,2,195.0.224.1,NO,59.2442,10.3966
1916,flashmedia.no,3,195.0.242.133,NO,59.95,10.75
1917,flashmedia.no,4,195.0.244.48,NO,59.95,10.75
1918,flashmedia.no,5,185.1.55.16,NO,59.905,10.7487
1919,flashmedia.no,6,80.232.26.74,NO,59.95,10.75
1920,flashmedia.no,7,85.19.92.22,NO,59.95,10.75
1921,flashmedia.no,8,85.19.215.230,NO,59.8995,10.6287
1922,flashmedia.no,9,89.221.244.118,NO,59.7439,10.2045
1923,bi.no,2,195.0.224.1,NO,59.2442,10.3966
1924,bi.no,3,195.0.242.133,NO,59.95,10.75
1925,bi.no,4,193.75.1.70,NO,59.95,10.75
1926,bi.no,5,193.90.113.13,NO,59.95,10.75
1927,bi.no,6,195.245.240.181,SE,59.3247,18.055999999999997
1928,bi.no,7,104.44.225.161,US,37.751,-97.822
1929,bi.no,8,104.44.5.7,US,37.751,-97.822
1930,bi.no,9,104.44.4.214,US,37.751,-97.822
1931,bi.no,10,104.44.5.47,US,37.751,-97.822
1932,bi.no,11,104.44.10.65,NL,52.3556,4.9135
1933,bibel.no,2,195.0.224.1,NO,59.2442,10.3966
1934,bibel.no,3,195.0.242.133,NO,59.95,10.75
1935,bibel.no,4,195.0.244.48,NO,59.95,10.75
1936,bibel.no,5,185.1.55.22,NO,59.905,10.7487
1937,bibel.no,6,194.63.255.4,NO,59.95,10.75
1938,bibel.no,7,194.63.248.52,NO,59.95,10.75
1939,ife.no,2,195.0.224.1,NO,59.2442,10.3966
1940,ife.no,3,195.0.242.133,NO,59.95,10.75
1941,ife.no,4,195.0.244.48,NO,59.95,10.75
1942,ife.no,5,185.1.55.40,NO,59.905,10.7487
1943,ife.no,6,31.169.49.210,NO,59.95,10.75
1944,ife.no,7,31.169.48.233,NO,59.95,10.75
1945,ife.no,8,188.94.216.245,NO,59.845,9.8841
1946,ife.no,9,91.220.196.244,NO,59.95,10.75
1947,felleskatalogen.no,2,195.0.224.1,NO,59.2442,10.3966
1948,felleskatalogen.no,3,195.0.242.133,NO,59.95,10.75
1949,felleskatalogen.no,4,195.0.244.48,NO,59.95,10.75
1950,felleskatalogen.no,5,193.90.157.14,NO,60.2194,5.4294
1951,felleskatalogen.no,6,195.159.88.23,NO,59.905,10.7487
1952,felleskatalogen.no,7,80.241.82.58,NO,59.905,10.7487
1953,purehelp.no,2,195.0.224.1,NO,59.2442,10.3966
1954,purehelp.no,3,195.0.242.133,NO,59.95,10.75
1955,purehelp.no,4,195.0.244.48,NO,59.95,10.75
1956,purehelp.no,5,99.82.177.28,US,39.0481,-77.4728
1957,norsk-tipping.no,2,195.0.224.1,NO,59.2442,10.3966
1958,norsk-tipping.no,3,195.0.242.133,NO,59.95,10.75
1959,norsk-tipping.no,4,195.0.244.48,NO,59.95,10.75
1960,norsk-tipping.no,5,148.122.8.5,NO,59.95,10.75
1961,norsk-tipping.no,6,146.172.105.65,NO,59.95,10.75
1962,norsk-tipping.no,7,146.172.22.37,NO,59.95,10.75
1963,norsk-tipping.no,8,146.172.22.70,NO,59.95,10.75
1964,norsk-tipping.no,9,146.172.19.194,NO,59.95,10.75
1965,norsk-tipping.no,10,194.248.75.6,NO,59.95,10.75
1966,norsk-tipping.no,11,185.32.88.10,NO,60.7945,11.068
1967,schibsted.no,2,195.0.224.1,NO,59.2442,10.3966
1968,schibsted.no,3,195.0.242.133,NO,59.95,10.75
1969,schibsted.no,4,195.0.243.193,NO,59.95,10.75
1970,schibsted.no,5,195.88.55.37,NO,59.95,10.75
1971,haugenbok.no,2,195.0.224.1,NO,59.2442,10.3966
1972,haugenbok.no,3,195.0.242.137,NO,59.95,10.75
1973,haugenbok.no,4,193.75.1.68,NO,59.95,10.75
1974,haugenbok.no,5,193.90.113.13,NO,59.95,10.75
1975,haugenbok.no,6,195.245.240.181,SE,59.3247,18.055999999999997
1976,haugenbok.no,7,104.44.224.139,US,37.751,-97.822
1977,haugenbok.no,8,104.44.5.7,US,37.751,-97.822
1978,haugenbok.no,9,104.44.4.214,US,37.751,-97.822
1979,haugenbok.no,10,104.44.5.47,US,37.751,-97.822
1980,haugenbok.no,11,104.44.10.67,NL,52.3556,4.9135
1981,legelisten.no,2,195.0.224.1,NO,59.2442,10.3966
1982,legelisten.no,3,195.0.242.133,NO,59.95,10.75
1983,legelisten.no,4,195.0.244.48,NO,59.95,10.75
1984,legelisten.no,5,99.82.177.28,US,39.0481,-77.4728
1985,legelisten.no,6,52.93.138.58,US,47.6339,-122.3476
1986,legelisten.no,7,52.93.129.41,US,47.6339,-122.3476
1987,legelisten.no,8,52.93.128.243,US,47.6339,-122.3476
1988,journalisten.no,2,195.0.224.1,NO,59.2442,10.3966
1989,journalisten.no,3,195.0.242.137,NO,59.95,10.75
1990,journalisten.no,4,195.0.240.151,NO,59.95,10.75
1991,journalisten.no,9,104.18.60.98,US,37.751,-97.822
1992,kystbussen.no,2,195.0.224.1,NO,59.2442,10.3966
1993,kystbussen.no,3,195.0.242.137,NO,59.95,10.75
1994,kystbussen.no,4,195.0.243.173,NO,59.95,10.75
1995,kystbussen.no,5,213.52.87.140,NO,59.8995,10.6287
1996,bylarm.no,2,195.0.224.1,NO,59.2442,10.3966
1997,bylarm.no,3,195.0.242.133,NO,59.95,10.75
1998,bylarm.no,4,193.75.1.70,NO,59.95,10.75
1999,bylarm.no,5,193.90.113.13,NO,59.95,10.75
2000,bylarm.no,6,193.75.10.10,NO,59.95,10.75
2001,bylarm.no,7,108.170.254.50,US,37.751,-97.822
2002,bylarm.no,8,72.14.234.107,US,37.751,-97.822
2003,bylarm.no,9,209.85.142.71,US,37.751,-97.822
2004,bylarm.no,10,216.239.47.206,US,37.4056,-122.0775
2005,bylarm.no,11,209.85.254.120,US,37.751,-97.822
2006,bylarm.no,12,209.85.245.231,US,37.751,-97.822
2007,bylarm.no,13,209.85.143.66,US,37.751,-97.822
2008,bylarm.no,14,108.170.246.129,US,37.751,-97.822
2009,bylarm.no,15,108.170.237.171,US,37.751,-97.822
2010,nfk.no,2,195.0.224.1,NO,59.2442,10.3966
2011,nfk.no,3,195.0.242.133,NO,59.95,10.75
2012,nfk.no,4,195.0.244.48,NO,59.95,10.75
2013,nfk.no,5,185.1.55.66,NO,59.905,10.7487
2014,nfk.no,6,81.167.46.67,NO,59.7439,10.2045
2015,nfk.no,7,77.110.253.117,NO,67.2822,14.5564
2016,nfk.no,8,77.110.253.118,NO,67.2822,14.5564
2017,maxgaming.no,2,195.0.224.1,NO,59.2442,10.3966
2018,maxgaming.no,3,195.0.242.137,NO,59.95,10.75
2019,maxgaming.no,4,195.0.240.151,NO,59.95,10.75
2020,maxgaming.no,9,104.25.7.24,US,37.751,-97.822
2021,kicks.no,2,195.0.224.1,NO,59.2442,10.3966
2022,kicks.no,3,195.0.242.133,NO,59.95,10.75
2023,kicks.no,4,193.75.1.70,NO,59.95,10.75
2024,kicks.no,5,193.90.113.13,NO,59.95,10.75
2025,kicks.no,6,195.245.240.181,SE,59.3247,18.055999999999997
2026,kicks.no,7,104.44.224.139,US,37.751,-97.822
2027,kicks.no,8,104.44.5.7,US,37.751,-97.822
2028,kicks.no,9,104.44.5.32,US,37.751,-97.822
2029,kicks.no,10,104.44.4.233,US,37.751,-97.822
2030,kicks.no,11,104.44.5.38,US,37.751,-97.822
2031,kicks.no,12,104.44.7.107,US,37.751,-97.822
2032,kicks.no,13,104.44.11.60,US,37.751,-97.822
2033,norge.no,2,195.0.224.1,NO,59.2442,10.3966
2034,norge.no,3,195.0.242.133,NO,59.95,10.75
2035,norge.no,4,195.0.244.48,NO,59.95,10.75
2036,norge.no,5,148.122.8.5,NO,59.95,10.75
2037,norge.no,6,146.172.105.65,NO,59.95,10.75
2038,norge.no,7,146.172.99.14,NO,59.95,10.75
2039,norge.no,8,146.172.13.142,NO,59.95,10.75
2040,norge.no,9,62.92.249.74,NO,58.1621,7.9967
2041,norge.no,10,217.149.115.193,NO,59.95,10.75
2042,norge.no,11,217.149.115.194,NO,59.95,10.75
2043,norge.no,12,93.94.8.18,NO,60.9032,7.2017
2044,helserespons.no,2,195.0.224.1,NO,59.2442,10.3966
2045,helserespons.no,3,195.0.242.133,NO,59.95,10.75
2046,helserespons.no,4,195.0.244.48,NO,59.95,10.75
2047,helserespons.no,5,185.1.55.81,NO,59.905,10.7487
2048,helserespons.no,6,87.238.63.45,NO,59.905,10.7487
2049,helserespons.no,7,87.238.63.76,NO,59.905,10.7487
2050,helserespons.no,8,87.238.50.82,NO,59.905,10.7487
2051,sio.no,2,195.0.224.1,NO,59.2442,10.3966
2052,sio.no,3,195.0.242.133,NO,59.95,10.75
2053,sio.no,4,195.0.244.48,NO,59.95,10.75
2054,sio.no,5,185.1.55.1,NO,59.905,10.7487
2055,sio.no,6,128.39.65.18,NO,58.1621,7.9967
2056,sio.no,7,129.240.25.189,NO,59.95,10.75
2057,idrettsreiser.no,2,195.0.224.1,NO,59.2442,10.3966
2058,idrettsreiser.no,3,195.0.242.137,NO,59.95,10.75
2059,idrettsreiser.no,4,195.0.240.151,NO,59.95,10.75
2060,idrettsreiser.no,11,159.65.90.73,GB,51.5353,-0.6658
2061,aptoma.no,2,195.0.224.1,NO,59.2442,10.3966
2062,aptoma.no,3,195.0.242.133,NO,59.95,10.75
2063,aptoma.no,4,195.0.244.48,NO,59.95,10.75
2064,aptoma.no,5,99.82.177.28,US,39.0481,-77.4728
2065,power.no,2,195.0.224.1,NO,59.2442,10.3966
2066,power.no,3,195.0.242.133,NO,59.95,10.75
2067,power.no,4,193.90.114.133,NO,59.95,10.75
2068,power.no,5,213.52.66.163,NO,59.5833,11.1629
2069,hivolda.no,2,195.0.224.1,NO,59.2442,10.3966
2070,hivolda.no,3,195.0.242.133,NO,59.95,10.75
2071,hivolda.no,4,195.0.244.48,NO,59.95,10.75
2072,hivolda.no,5,193.90.157.14,NO,60.2194,5.4294
2073,hivolda.no,6,195.159.88.64,NO,59.905,10.7487
2074,hivolda.no,7,195.159.146.86,NO,59.95,10.75
2075,startsiden.no,2,195.0.224.1,NO,59.2442,10.3966
2076,startsiden.no,3,195.0.242.133,NO,59.95,10.75
2077,startsiden.no,4,195.0.244.48,NO,59.95,10.75
2078,startsiden.no,5,185.1.55.81,NO,59.905,10.7487
2079,startsiden.no,6,87.238.33.154,NO,59.905,10.7487
2080,vfk.no,2,195.0.224.1,NO,59.2442,10.3966
2081,vfk.no,3,195.0.242.133,NO,59.95,10.75
2082,vfk.no,4,195.0.244.48,NO,59.95,10.75
2083,vfk.no,5,185.1.55.66,NO,59.905,10.7487
2084,vfk.no,6,213.167.114.218,NO,59.95,10.75
2085,vfk.no,7,81.166.123.161,NO,59.4163,5.4045
2086,vfk.no,8,109.247.12.170,NO,59.2691,10.7687
2087,vfk.no,9,139.164.2.18,NO,59.7325,9.868
2088,vfk.no,10,139.164.130.193,NO,59.95,10.75
2089,vfk.no,11,139.164.25.2,NO,59.95,10.75
2090,vfk.no,12,139.164.159.46,NO,59.2675,10.4076
2091,ibok.no,2,195.0.224.1,NO,59.2442,10.3966
2092,ibok.no,3,195.0.242.133,NO,59.95,10.75
2093,ibok.no,4,195.0.244.48,NO,59.95,10.75
2094,ibok.no,5,185.1.55.1,NO,59.905,10.7487
2095,ibok.no,6,128.39.255.25,NO,59.4876,10.3176
2096,ibok.no,7,128.39.255.189,NO,59.4876,10.3176
2097,ibok.no,8,128.39.254.17,NO,59.4876,10.3176
2098,ibok.no,9,128.39.46.181,NO,59.905,10.7487
2099,ibok.no,10,158.37.161.140,NO,60.3867,5.297999999999999
2100,abcmedia.no,2,195.0.224.1,NO,59.2442,10.3966
2101,abcmedia.no,3,195.0.242.133,NO,59.95,10.75
2102,abcmedia.no,4,195.0.244.48,NO,59.95,10.75
2103,abcmedia.no,5,185.1.55.81,NO,59.905,10.7487
2104,abcmedia.no,6,87.238.33.154,NO,59.905,10.7487
2105,mytrendyphone.no,2,195.0.224.1,NO,59.2442,10.3966
2106,mytrendyphone.no,3,195.0.242.133,NO,59.95,10.75
2107,mytrendyphone.no,4,195.0.244.48,NO,59.95,10.75
2108,mytrendyphone.no,5,185.1.55.16,NO,59.905,10.7487
2109,mytrendyphone.no,6,83.88.12.247,DK,55.7123,12.0564
2110,mytrendyphone.no,7,87.51.85.234,DK,55.732,12.5709
2111,mytrendyphone.no,8,212.237.248.5,DK,55.7123,12.0564
2112,mytrendyphone.no,9,89.188.75.162,DK,55.7123,12.0564
2113,mytrendyphone.no,10,94.143.8.110,DK,56.4158,10.8782
2114,siu.no,2,195.0.224.1,NO,59.2442,10.3966
2115,siu.no,3,195.0.242.133,NO,59.95,10.75
2116,siu.no,4,195.0.244.48,NO,59.95,10.75
2117,siu.no,5,185.1.55.1,NO,59.905,10.7487
2118,siu.no,6,128.39.255.111,NO,59.4876,10.3176
2119,siu.no,7,128.39.254.139,NO,59.4876,10.3176
2120,siu.no,8,128.39.254.145,NO,59.4876,10.3176
2121,hissig.no,2,195.0.224.1,NO,59.2442,10.3966
2122,hissig.no,3,195.0.242.133,NO,59.95,10.75
2123,hissig.no,4,195.0.244.48,NO,59.95,10.75
2124,hissig.no,5,185.1.55.72,NO,59.905,10.7487
2125,hissig.no,6,62.122.253.30,NO,59.1312,10.2166
2126,hissig.no,7,185.7.61.41,NO,59.95,10.75
2127,skyscanner.no,2,195.0.224.1,NO,59.2442,10.3966
2128,skyscanner.no,3,195.0.242.133,NO,59.95,10.75
2129,skyscanner.no,4,195.0.244.48,NO,59.95,10.75
2130,skyscanner.no,5,99.82.177.28,US,39.0481,-77.4728
2131,skyscanner.no,6,52.93.138.26,US,47.6339,-122.3476
2132,skyscanner.no,7,52.93.138.31,US,47.6339,-122.3476
2133,skyscanner.no,8,52.93.128.241,US,47.6339,-122.3476
2134,skyscanner.no,9,52.93.128.0,US,47.6339,-122.3476
2135,skyscanner.no,10,54.239.42.177,US,47.6339,-122.3476
2136,coop.no,2,195.0.224.1,NO,59.2442,10.3966
2137,coop.no,3,195.0.242.133,NO,59.95,10.75
2138,coop.no,4,195.0.244.48,NO,59.95,10.75
2139,coop.no,5,148.122.8.5,NO,59.95,10.75
2140,coop.no,6,146.172.105.17,NO,59.95,10.75
2141,coop.no,7,146.172.102.170,NO,59.95,10.75
2142,coop.no,8,194.248.43.66,NO,59.95,10.75
2143,uit.no,2,195.0.224.1,NO,59.2442,10.3966
2144,uit.no,3,195.0.242.133,NO,59.95,10.75
2145,uit.no,4,195.0.244.48,NO,59.95,10.75
2146,uit.no,5,185.1.55.1,NO,59.905,10.7487
2147,uit.no,6,128.39.255.25,NO,59.4876,10.3176
2148,uit.no,7,128.39.230.107,NO,59.956,11.0492
2149,uit.no,8,128.39.231.56,NO,59.956,11.0492
2150,uit.no,9,128.39.230.44,NO,59.956,11.0492
2151,uit.no,10,158.39.1.74,NO,69.3143,16.1194
2152,uit.no,11,129.242.24.234,NO,69.6667,18.9667
2153,uit.no,12,129.242.126.10,NO,69.6667,18.9667
2154,sansglam.no,2,195.0.224.1,NO,59.2442,10.3966
2155,sansglam.no,3,195.0.242.137,NO,59.95,10.75
2156,sansglam.no,4,195.0.240.151,NO,59.95,10.75
2157,sansglam.no,5,83.145.10.220,SE,59.3326,18.0649
2158,sansglam.no,6,83.145.7.146,SE,59.3326,18.0649
2159,sansglam.no,7,91.218.186.93,NO,59.95,10.75
2160,sansglam.no,8,217.170.200.2,NO,59.9127,10.7461
